Story Name,Sentence ID,Sentence,Annotator 1,Annotator 2,Annotator 3
গ্যাংটকে গণ্ডগোল,2023,এই সব ন্যাড়া অংশ নতুন করে গাছপালা হয়ে আবার কবে পাশের সবুজের সঙ্গে মিশে যাবে তা কে জানে।,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2024,একটা গুম্‌ফার পাশ দিয়ে যেতে যেতে দেখি সেই ভূত-তাড়ানো নিশানের ঝাড়।,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2025,সবগুলো নিশানই তকতকে নতুন বলে মনে হচ্ছে।,Detective Reasoning / Deduction,Narration / Observation,Detective Reasoning / Deduction
গ্যাংটকে গণ্ডগোল,2026,"শশধরবাবু বললেন, ‘সামনে বুদ্ধ পূর্ণিমা—তারই তোড়জোড় চলছে।’",Dialogue,Dialogue,Dialogue
গ্যাংটকে গণ্ডগোল,2027,ফেলুদা প্রথমে বোধহয় কথাটা শোনেনি।,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2028,"প্রায় মিনিট খানেক পরে বলল, ‘কত তারিখে পড়ছে বুদ্ধ পূর্ণিমা?’",Dialogue,Dialogue,Dialogue
গ্যাংটকে গণ্ডগোল,2029,"শশধরবাবু বললেন, ‘কালই বোধহয় পূর্ণিমা।",Dialogue,Dialogue,Dialogue
গ্যাংটকে গণ্ডগোল,2030,কাল হল ১৭ই এপ্রিল।’,Dialogue,Dialogue,Dialogue
গ্যাংটকে গণ্ডগোল,2031,‘সতেরোই এপ্রিল…তার মানে হল চৌঠা বৈশাখ…চৌঠা বৈশাখ…’ ফেলুদার বিড়বিড়ানি জিপের শব্দে আর কেউ বোধহয় শোনেনি।,Dialogue,Dialogue,Dialogue
গ্যাংটকে গণ্ডগোল,2032,তারিখ নিয়ে এত কী চিন্তা করছে ফেলুদা?,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2033,আর ও এত গম্ভীর কেন?,Character Description,Narration / Observation,Character Description
গ্যাংটকে গণ্ডগোল,2034,আর হাতের আঙুল মটকাচ্ছে কেন?,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2035,পেমিয়াংচির আগের শহরের নাম গেজিং।,Setting / Scene Description,Setting / Scene Description,Setting / Scene Description
গ্যাংটকে গণ্ডগোল,2036,এখানেও দেখি নিশানের ছড়াছড়ি।,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2037,এখান থেকে পেমিয়াংচি তিন মাইল।,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2038,জিপ ক্রমশ উপরে উঠছে।,Travel / Movement,Narration / Observation,Travel / Movement
গ্যাংটকে গণ্ডগোল,2039,রাস্তা রীতিমতো খাড়াই।,Setting / Scene Description,Narration / Observation,Setting / Scene Description
গ্যাংটকে গণ্ডগোল,2040,"এখানে গাছ কম, তবে উপরের দিকে চাইলেই দেখতে পাচ্ছি কালচে সবুজ রঙের ঘন বন।",Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2041,খানিকটা রাস্তা রীতিমতো খারাপ।,Setting / Scene Description,Narration / Observation,Setting / Scene Description
গ্যাংটকে গণ্ডগোল,2042,জিপকে খুব সাবধানে চলতে হচ্ছে।,Travel / Movement,Narration / Observation,Travel / Movement
গ্যাংটকে গণ্ডগোল,2043,মনে হল এ দিকে বৃষ্টিটা গ্যাংটকের চেয়ে বেশি হয়েছে।,Detective Reasoning / Deduction,Detective Reasoning / Deduction,Detective Reasoning / Deduction
গ্যাংটকে গণ্ডগোল,2044,জিপ ফোর-হুইলে অতি সন্তর্পণে একটা গোলমেলে এবড়ো-খেবড়ো রাস্তা পেরোল।,Travel / Movement,Narration / Observation,Travel / Movement
গ্যাংটকে গণ্ডগোল,2045,ঝাঁকুনির চোটে নিশিকান্তবাবুর মাথাটা জিপের উপরের লোহার রডের সঙ্গে ঠকাং করে লাগায় ভদ্রলোক ‘উরেশ্‌শা’ বলে উঠলেন।,Dialogue,Dialogue,Dialogue
গ্যাংটকে গণ্ডগোল,2046,একটু পরেই ক্রমে আলো কমে এল।,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2047,এটা শুধু মেঘের জন্যে নয়।,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2048,আমাদের জিপের এক পাশে এখন গাঢ় সবুজ পাতা আর সাদা ডালপালাওয়ালা গাছের বন।,Travel / Movement,Narration / Observation,Travel / Movement
গ্যাংটকে গণ্ডগোল,2049,"হেলমুট বলল, ‘ওগুলো বার্চ গাছ—বিলেতে খুব দেখা যায়।’",Dialogue,Dialogue,Dialogue
গ্যাংটকে গণ্ডগোল,2050,এখন আমাদের জিপ এই বনের মধ্যেই রাস্তা দিয়ে চলেছে।,Travel / Movement,Narration / Observation,Travel / Movement
গ্যাংটকে গণ্ডগোল,2051,আমাদের দু’ পাশে বন।,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2052,তার মধ্যে দিয়ে আমরা চড়াই উঠছি সাপের মতো প্যাঁচালো রাস্তা দিয়ে।,Travel / Movement,Narration / Observation,Travel / Movement
গ্যাংটকে গণ্ডগোল,2053,"এবার আরও গভীর বন, আরও বড় বড় গাছ।",Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2054,ঠাণ্ডা স্যাঁতসেঁতে হাওয়া।,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2055,জিপের আওয়াজ ছাপিয়ে বনের ভিতর থেকে অচেনা পাখির তীক্ষ শিস।,Travel / Movement,Narration / Observation,Travel / Movement
গ্যাংটকে গণ্ডগোল,2056,"নিশিকান্তবাবু বললেন, ‘বেশ থ্রি—মানে থ্রিলিং লাগছে।’",Dialogue,Dialogue,Dialogue
গ্যাংটকে গণ্ডগোল,2057,রাস্তা ফাঁকা হয়ে গেল।,Setting / Scene Description,Narration / Observation,Setting / Scene Description
গ্যাংটকে গণ্ডগোল,2058,সামনে একটা সবুজ ঢিপি।,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2059,উপরে মেঘলা আকাশ।,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2060,ক্রমে একটা বাংলোর টালিওয়ালা ছাদ দেখা গেল।,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2061,তারপর পুরো বাংলোটা।,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2063,পিছন দিকে আকাশের নীচে সবুজ থেকে আবছা নীল হয়ে যাওয়া থরে থরে সাজানো পাহাড়।,Setting / Scene Description,Setting / Scene Description,Setting / Scene Description
গ্যাংটকে গণ্ডগোল,2064,জিপ থামল।,Travel / Movement,Narration / Observation,Travel / Movement
গ্যাংটকে গণ্ডগোল,2065,আমরা নামলাম।,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2066,চৌকিদার বেরিয়ে এল।,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2067,আমাদের জন্য ঘর ঠিক করা আছে।,Setting / Scene Description,Narration / Observation,Setting / Scene Description
গ্যাংটকে গণ্ডগোল,2068,‘আউর কোই হ্যায় ইঁহা?’,Dialogue,Dialogue,Dialogue
গ্যাংটকে গণ্ডগোল,2069,শশধরবাবু জিজ্ঞেস করলেন।,Investigation Action,Investigation Action,Investigation Action
গ্যাংটকে গণ্ডগোল,2070,‘নেহি সাব—বাংলো খালি হ্যায়।’,Dialogue,Dialogue,Dialogue
গ্যাংটকে গণ্ডগোল,2071,‘আর কেউ নেই?’,Dialogue,Dialogue,Dialogue
গ্যাংটকে গণ্ডগোল,2072,এবার ফেলুদা জিজ্ঞেস করল।,Investigation Action,Investigation Action,Investigation Action
গ্যাংটকে গণ্ডগোল,2073,‘আর কেউ আসেনি?’,Dialogue,Dialogue,Dialogue
গ্যাংটকে গণ্ডগোল,2074,‘এসেছিল।,Dialogue,Dialogue,Dialogue
গ্যাংটকে গণ্ডগোল,2075,তিনি কাল রাত্রেই চলে গেছেন।,Dialogue,Dialogue,Dialogue
গ্যাংটকে গণ্ডগোল,2076,দাড়িওয়ালা চশমাপরা বাবু।’,Character Description,Character Description,Character Description
গ্যাংটকে গণ্ডগোল,2077,চৌকিদারের কথা শুনে হেলমুটই সবচেয়ে বেশি হতাশ হয়েছে বলে মনে হল।,Detective Reasoning / Deduction,Emotional Reaction,Detective Reasoning / Deduction
গ্যাংটকে গণ্ডগোল,2078,সে কাঁধ থেকে ক্যামেরা নামিয়ে ঘাসের উপর বসে পড়ল।,Travel / Movement,Narration / Observation,Travel / Movement
গ্যাংটকে গণ্ডগোল,2079,"শশধরবাবু বললেন, ‘যা বুঝছি—ইমিডিয়েটলি কিছু করার নেই।",Dialogue,Dialogue,Dialogue
গ্যাংটকে গণ্ডগোল,2080,একটা বাজে।,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2081,অন্তত ডান হাতের ব্যাপারটা সেরে নেওয়া যাক।’,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2082,আমরা মালপত্র সমেত বাংলোর ভিতরে গিয়ে ঢুকলাম।,Travel / Movement,Narration / Observation,Travel / Movement
গ্যাংটকে গণ্ডগোল,2083,দেখেই বোঝা যায় আদ্যিকালের বাংলো।,Detective Reasoning / Deduction,Detective Reasoning / Deduction,Detective Reasoning / Deduction
গ্যাংটকে গণ্ডগোল,2084,"কাঠের ছাত, কাঠের মেঝে, সামনের দিকে কাঠের রেলিংওয়ালা বারান্দা, তাতে পুরনো ধরনের বেতের টেবিল-চেয়ার পাতা।",Setting / Scene Description,Setting / Scene Description,Setting / Scene Description
গ্যাংটকে গণ্ডগোল,2085,বারান্দা থেকে সামনের দৃশ্য অদ্ভুত সুন্দর।,Setting / Scene Description,Setting / Scene Description,Setting / Scene Description
গ্যাংটকে গণ্ডগোল,2086,"এখন মেঘ করে আছে, তা না হলে নাকি বাইশ মাইলের মধ্যে কাঞ্চনজঙ্ঘা দেখা যায়।",Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2087,এক পাখির ডাক ছাড়া চারিদিকে কোনও আওয়াজ নেই।,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2088,সব নিঝুম নিস্তব্ধ।,Suspense / Tension,Suspense / Tension,Suspense / Tension
গ্যাংটকে গণ্ডগোল,2089,বারান্দা দিয়ে ঢুকে সামনের ঘরটা হল ডাইনিং রুম।,Setting / Scene Description,Setting / Scene Description,Setting / Scene Description
গ্যাংটকে গণ্ডগোল,2090,টেবিলের চারিদিকে চেয়ার পাতা রয়েছে।,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2091,এক পাশে আবার দুটো আরাম কেদারা।,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2092,"শশধরবাবু তার একটায় বসে পড়ে ফেলুদাকে উদ্দেশ্য করে বললেন, ‘আপনি ডিটেকটিভ হলেও আপনার অনুমান ঠিক কি না সে বিষয়ে সন্দেহ হচ্ছিল।",Detective Reasoning / Deduction,Detective Reasoning / Deduction,Detective Reasoning / Deduction
গ্যাংটকে গণ্ডগোল,2093,কিন্তু বৈদ্য লোকটা এভাবে পালানোতে এখন আমি কন্‌ভিন্‌স্‌ড।,Detective Reasoning / Deduction,Narration / Observation,Detective Reasoning / Deduction
গ্যাংটকে গণ্ডগোল,2094,এস. এস. তার এমন একটা দামি জিনিস যাকে-তাকে দেখিয়ে খুব ভুল করেছে।’,Clue / Evidence,Narration / Observation,Clue / Evidence
গ্যাংটকে গণ্ডগোল,2095,হেলমুট বারান্দাতেই রয়ে গেল।,Setting / Scene Description,Setting / Scene Description,Setting / Scene Description
গ্যাংটকে গণ্ডগোল,2096,নিশিকান্তবাবু বোধহয় বাথরুমের খোঁজে ভেতরের ঘরে ঢুকে গেলেন।,Detective Reasoning / Deduction,Narration / Observation,Detective Reasoning / Deduction
গ্যাংটকে গণ্ডগোল,2097,ফেলুদা বাংলোর অন্য ঘরগুলো ঘুরে ঘুরে দেখতে লাগল।,Investigation Action,Setting / Scene Description,Investigation Action
গ্যাংটকে গণ্ডগোল,2098,আমি আর কী করি—খাবার টেবিলের পাশেই একটা চেয়ারে বসে পড়লাম।,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2099,"এত দূর আসা বৃথা হবে, শেলভাঙ্কারের আততায়ী অল্পের জন্য হাত থেকে ফস্‌কে বেরিয়ে যাবে, আমরা বোকার মতো দৃশ্য দেখে গ্যাংটকে ফিরে যাব—এসব কথা ভাবতেও খারাপ লাগছিল।",Travel / Movement,Narration / Observation,Travel / Movement
গ্যাংটকে গণ্ডগোল,2100,ডাইনিং রুমের পিছন দিকের দুটো দরজা দিয়ে দুটো বেডরুমে যাওয়া যায়।,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2101,"ডান দিকের দরজাটা দিয়ে ফেলুদা বেরিয়ে এল, হাতে একটা লাঠি।",Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2102,এই লাঠিটাই ডক্টর বৈদ্যর হাতে দেখছিলাম না?,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2103,"‘ভদ্রলোক এসেছিলেন ঠিকই’, ফেলুদার গলার স্বর শুকনো আর ভারী, ‘কারণ তিনি চিহ্নস্বরূপ তাঁর লাঠিটা ফেলে গেছেন।",Dialogue,Dialogue,Dialogue
গ্যাংটকে গণ্ডগোল,2104,ভেরি স্ট্রেঞ্জ!’,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2105,নিশিকান্তবাবু রুমাল দিয়ে মুখ মুছতে মুছতে ঘরে ঢুকলেন।,Setting / Scene Description,Narration / Observation,Setting / Scene Description
গ্যাংটকে গণ্ডগোল,2106,তারপর ‘অদ্ভুত জায়গা’ বলে আমার পাশের চেয়ারটায় বসে বিশ্রী শব্দ করে হাই তুললেন।,Crime / Threat / Violence,Narration / Observation,Crime / Threat / Violence
গ্যাংটকে গণ্ডগোল,2107,ফেলুদা বসল না।,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2108,ফায়ারপ্লেসের সামনে দাঁড়িয়ে ডক্টর বৈদ্যর লাঠিটা ডান হাতে নিয়ে বাঁ হাতের তেলোয় ঠক্ ঠক্ করে অন্যমনস্ক ভাবে ঠুকতে লাগল।,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2109,"শশধরবাবু বললেন, ‘কই, মিস্টার সরকার—আপনাদের ওই খাবারের বাক্সগুলো খুলুন!",Dialogue,Dialogue,Dialogue
গ্যাংটকে গণ্ডগোল,2110,মিথ্যে খিদে বাড়িয়ে লাভটা কী?’,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2111,‘খাওয়া পরে হবে।’,Dialogue,Dialogue,Dialogue
গ্যাংটকে গণ্ডগোল,2112,কথাটা বলল ফেলুদা।,Backstory / Exposition,Narration / Observation,Backstory / Exposition
গ্যাংটকে গণ্ডগোল,2113,আর যেভাবে বলল তাতে আমার হাত-পা ঠাণ্ডা হয়ে গেল।,Crime / Threat / Violence,Narration / Observation,Crime / Threat / Violence
গ্যাংটকে গণ্ডগোল,2114,নিশিকান্তবাবু উঠতে গিয়ে থতমত খেয়ে থপ করে আবার চেয়ারে বসে পড়লেন।,Travel / Movement,Narration / Observation,Travel / Movement
গ্যাংটকে গণ্ডগোল,2115,শশধরবাবুও অবাক হয়ে ফেলুদার দিকে চাইলেন।,Emotional Reaction,Emotional Reaction,Emotional Reaction
গ্যাংটকে গণ্ডগোল,2116,কিন্তু ফেলুদা আবার যেই কে সেই।,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2117,সে চেয়ারে বসল।,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2118,"লাঠিটা টেবিলের উপর শুইয়ে রেখে পকেট থেকে একটা চারমিনার বার করে ধরিয়ে দুটো টান দিয়ে বলল, ‘ঘাটশিলায় আমার এক পুরনো বন্ধু রয়েছে।",Crime / Threat / Violence,Narration / Observation,Crime / Threat / Violence
গ্যাংটকে গণ্ডগোল,2119,"আপনি এখানে আসার আগে তো ঘাটশিলায় গিয়েছিলেন—তাই না, শশধরবাবু?’",Travel / Movement,Narration / Observation,Travel / Movement
গ্যাংটকে গণ্ডগোল,2120,শশধরবাবুর জবাব দিতে দেরি হল না।,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2121,‘হ্যাঁ—এক ভাগনের বিয়ে ছিল।’,Dialogue,Dialogue,Dialogue
গ্যাংটকে গণ্ডগোল,2122,‘আপনি তো হিন্দু?’,Dialogue,Dialogue,Dialogue
গ্যাংটকে গণ্ডগোল,2123,হঠাৎ এ-প্রশ্ন করল কেন ফেলুদা?,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2124,‘তার মানে?’,Dialogue,Dialogue,Dialogue
গ্যাংটকে গণ্ডগোল,2125,শশধরবাবু ভুরু কুঁচকে তাকালেন ফেলুদার দিকে।,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2126,‘নাকি বৌদ্ধ—না খ্রিস্টান—না ব্রাহ্ম—না মুসলমান?’,Dialogue,Dialogue,Dialogue
গ্যাংটকে গণ্ডগোল,2127,‘হোয়াট ডু ইউ মিন?’,Dialogue,Dialogue,Dialogue
গ্যাংটকে গণ্ডগোল,2128,‘বলুন না।’,Dialogue,Dialogue,Dialogue
গ্যাংটকে গণ্ডগোল,2129,‘হিন্দু—ন্যাচারেলি।’,Dialogue,Dialogue,Dialogue
গ্যাংটকে গণ্ডগোল,2130,‘হুঁ!,Dialogue,Dialogue,Dialogue
গ্যাংটকে গণ্ডগোল,2131,ফেলুদা গম্ভীরভাবে সিগারেটে টান দিয়ে দুটো রিং ছাড়ল।,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2132,তার একটা বড় হতে হতে শশধরবাবুর মুখের কাছে গিয়ে মিলিয়ে গেল।,Travel / Movement,Narration / Observation,Travel / Movement
গ্যাংটকে গণ্ডগোল,2133,"‘কিন্তু—’ ফেলুদার চোখে ভ্রূকুটি, দৃষ্টি সোজা শশধরবাবুর দিকে, ‘—আপনি আর আমরা তো একই দিনে একই সঙ্গে প্লেনে এলাম।",Dialogue,Dialogue,Dialogue
গ্যাংটকে গণ্ডগোল,2134,"আপনি তখন সবে ঘাটশিলা থেকে বিয়ে সেরে ফিরছেন, তাই না?’",Travel / Movement,Narration / Observation,Travel / Movement
গ্যাংটকে গণ্ডগোল,2135,‘এতে আপনি গোলমালটা কোথায় দেখছেন মিস্টার মিত্তির?,Dialogue,Dialogue,Dialogue
গ্যাংটকে গণ্ডগোল,2136,আপনার কথার কোনও মাথামুণ্ডু আমি খুঁজে পাচ্ছি না।,Investigation Action,Narration / Observation,Investigation Action
গ্যাংটকে গণ্ডগোল,2137,ঘাটশিলার বিয়ের সঙ্গে আজকের ঘটনার কী সম্পর্ক?’,Backstory / Exposition,Narration / Observation,Backstory / Exposition
গ্যাংটকে গণ্ডগোল,2138,"‘সম্পর্ক এই যে, চৈত্র মাসে তো হিন্দুদের বিয়ে হয় না শশধরবাবু!",Dialogue,Dialogue,Dialogue
গ্যাংটকে গণ্ডগোল,2139,ওটা যে নিষিদ্ধ মাস!,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2140,ও মাসে কোনও লগ্ন নেই—শাস্ত্রের বারণ!,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2141,আপনি সেই চৈত্র মাসেই আপনার ভাগনের বিয়ে দিলেন?’,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2142,শশধরবাবু সিগারেট ধরাতে গিয়ে থেমে গেলেন।,Travel / Movement,Narration / Observation,Travel / Movement
গ্যাংটকে গণ্ডগোল,2143,কিংবা পারলেন না।,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2144,তাঁর হাত দুটো কাঁপছে।,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2145,‘আপনি কী ইম্‌প্লাই করছেন?,Dialogue,Dialogue,Dialogue
গ্যাংটকে গণ্ডগোল,2146,কী বলতে চাইছেন আপনি?’,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2147,ফেলুদা নিরুদ্বেগ।,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2148,"সে চেয়ে রয়েছে সোজা শশধরবাবুর দিকে, তার চোখের পাতা পড়ছে না।",Character Description,Narration / Observation,Character Description
গ্যাংটকে গণ্ডগোল,2149,"প্রায় পুরো এক মিনিট এইভাবে তাকিয়ে থেকে সে বলল, ‘ইম্‌প্লাই করছি অনেক কিছু।",Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2150,এক নম্বর—আপনি মিথ্যেবাদী।,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2151,আপনি ঘাটশিলায় যাননি।,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2152,দু’ নম্বর—আপনি বিশ্বাসঘাতক—’ ‘মানে?’,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2153,শশধরবাবু চেঁচিয়ে উঠলেন।,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2154,‘আমরা জানি শেলভাঙ্কারও কোন একটা কারণে ভীষণ মুষড়ে পড়েছিলেন।,Dialogue,Dialogue,Dialogue
গ্যাংটকে গণ্ডগোল,2155,সেকথা তিনি বীরেন্দ্রকে বলেছিলেন—যদিও কারণ বলেননি।,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2156,অনেক সময় খুব কাছের কোনও লোকের দ্বারা প্রতারিত হলে এ-জিনিসটা হয়।,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2157,আমার বিশ্বাস সে-লোক হলেন আপনি।,Crime / Threat / Violence,Narration / Observation,Crime / Threat / Violence
গ্যাংটকে গণ্ডগোল,2158,আপনি ছিলেন তাঁর পার্টনার।,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2159,"তিনি ছিলেন সরল, বিশ্বাসী মানুষ।",Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2160,তাঁর সন্দেহ-বাতিকটা ছিল না একেবারেই।,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2161,সুতরাং তাঁকে ঠকাবার অনেক সুযোগ ছিল।,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2162,আপনি সে-সুযোগ নিয়েছিলেন।,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2163,কিন্তু তিনি সে ব্যাপারটা জেনে ফেলেছিলেন—এবং জানতে পেরে তাঁর মন ভেঙে গিয়েছিল।,Travel / Movement,Narration / Observation,Travel / Movement
গ্যাংটকে গণ্ডগোল,2164,তাঁর জানার ব্যাপারটা আপনি জানতে পারেন—আর জানার পর থেকেই তাঁকে সরাবার পথ খুঁজছিলেন।,Investigation Action,Narration / Observation,Investigation Action
গ্যাংটকে গণ্ডগোল,2165,বম্বেতে সেটার সুবিধে হয়নি।,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2166,তিনি সিকিমে এলেন।,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2167,আপনার আসার কথা ছিল না।,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2168,আপনিও এলেন।,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2169,হয়তো তিনি আসার পরের দিনই।,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2170,"আপনি মানে নট শশধর বোস, বাট ডক্টর বৈদ্য—অর্থাৎ ছদ্মবেশী শশধর বোস।",Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2171,"বৈদ্য শেলভাঙ্কারের সঙ্গে আলাপ করল, গণৎকার সেজে তাঁর বিষয়ে জানা কথাগুলোই তাঁকে বলল, তাঁকে ইম্প্রেস্‌ করল।",Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2172,দুজনে একসঙ্গে গুম্‌ফায় গেলেন বীরেন্দ্রর খোঁজ করতে।,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2173,আপনি নিশ্চয়ই গাড়ির ব্যবস্থা করেছিলেন।,Travel / Movement,Narration / Observation,Travel / Movement
গ্যাংটকে গণ্ডগোল,2174,পথে পিছন দিক থেকে মাথায় লাঠির বাড়ি মেরে তাঁকে অজ্ঞান করলেন।,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2175,ড্রাইভারকে আগেই হাত করেছিলেন—পয়সায় কী না হয়!,Backstory / Exposition,Narration / Observation,Backstory / Exposition
গ্যাংটকে গণ্ডগোল,2176,তারপর গাড়ি ফেলা।,Travel / Movement,Narration / Observation,Travel / Movement
গ্যাংটকে গণ্ডগোল,2177,তারপর পাথর ফেলা—আপনার ওই লাঠির সাহায্যে।,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2178,তখনও শেলভাঙ্কার মরেননি।,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2179,"হয়তো তিনি শেষ মুহূর্তে আপনাকে চিনে ফেলেছিলেন, এবং সেই কারণেই মরবার আগে আপনার নাম করেন।’",Travel / Movement,Narration / Observation,Travel / Movement
গ্যাংটকে গণ্ডগোল,2180,‘ননসেন্স!’,Dialogue,Dialogue,Dialogue
গ্যাংটকে গণ্ডগোল,2181,"শশধরবাবু চিৎকার করে উঠলেন, ‘কী আবোল-তাবোল বকছেন আপনি!",Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2182,কী প্রমাণ আছে যে আমি ডক্টর বৈদ্য?’,Clue / Evidence,Narration / Observation,Clue / Evidence
গ্যাংটকে গণ্ডগোল,2183,ফেলুদা এবার একটা অদ্ভুত প্রশ্ন করে বসল।,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2184,‘আপনার আংটিটা কোথায় গেল শশধরবাবু?’,Dialogue,Dialogue,Dialogue
গ্যাংটকে গণ্ডগোল,2185,শশধরবাবু কী রকম ভ্যাবাচ্যাকা খেয়ে গেলেন।,Narration / Observation,Narration / Observation,Narration / Observation
গ্যাংটকে গণ্ডগোল,2186,"‘আমার…’ ‘হ্যাঁ, আপনার।",Dialogue,Dialogue,Dialogue
